암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y),장비코드명,장비대수
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,금빛여성의원,31,의원,310000,경기,310401,성남수정구,태평동,13292,"경기도 성남시 수정구 수정로171번길 7-1, 우일프라자 2층일부, 3~6층, 8층, 9층일부 (태평동)",031-757-8500,,2023-07-12,6,1,0,0,5,0,0,0,0,0,0,0,0,0,127.1384062,37.4436064,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz,금산부인과의원,31,의원,220000,인천,220005,인천서구,검암동,22705,"인천광역시 서구 승학로 528, (검암동)",032-569-0880,http://www.obgygold.co.kr/,2005-05-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6783042,37.5656908,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,김란미즈산부인과의원,31,의원,310000,경기,310009,양평군,양평읍,12562,"경기도 양평군 양평읍 시민로 12, 2층",772-2136,,2009-02-05,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.4935204,37.4894214,인큐베이터,1
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,김제우석병원,21,병원,350000,전북,350600,김제시,서암동,54372,"전북특별자치도 김제시 서암4길 45, (서암동)",063-540-5114,,2015-07-01,14,2,0,0,12,0,0,0,0,0,0,0,0,0,126.880348,35.8072243,인큐베이터,2
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,김해미래산부인과의원,31,의원,380000,경남,380100,김해시,서상동,50920,"경상남도 김해시 분성로 316, (서상동)",055-334-6969,http://www.mhospital.co.kr/,1989-03-29,4,0,0,0,4,0,0,0,0,0,0,0,0,0,128.8805435,35.2332217,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,나리여성병원,21,병원,310000,경기,312300,김포시,사우동,10108,"경기도 김포시 돌문로 99, 나리병원 (사우동)",031-982-5700,http://www.nalee.net,2002-06-24,12,0,0,0,12,0,0,0,0,0,0,0,0,0,126.71283,37.6219267,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,나무정원여성병원,21,병원,310000,경기,312700,양주시,덕계동,11440,"경기도 양주시 평화로1489번길 19-11, (덕계동)",031-859-1231,,2017-03-22,12,0,0,0,11,0,0,0,0,0,0,0,0,1,127.0484957,37.8227762,인큐베이터,6
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,남양주 한양병원,11,종합병원,310000,경기,311500,남양주시,오남읍,12048,"경기도 남양주시 오남읍 양지로 47-55, 47",031-510-0114,http://www.hyny.co.kr,2009-03-03,36,5,0,0,30,1,0,0,0,0,0,0,0,0,127.2043933,37.6823474,인큐베이터,2
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,노블클라쎄산부인과의원,31,의원,410000,세종시,410000,세종시,보람동,30150,"세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 752동 A302~308-1, A315~A320호 (보람동)",044-866-3575,,2021-01-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.2865004,36.4773068,인큐베이터,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,11,종합병원,110000,서울,110022,노원구,하계동,1830,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",02-970-8000,http://www.eulji.or.kr/default.asp,1995-01-14,142,0,0,10,129,1,0,0,2,0,0,0,0,0,127.0699355,37.6364794,인큐베이터,18
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,녹색병원,11,종합병원,110000,서울,110019,중랑구,면목동,2221,"서울특별시 중랑구 사가정로49길 53, (면목동)",02-490-2000,http://www.greenhospital.co.kr/main.php,2003-09-17,39,1,0,0,38,0,0,0,0,0,0,0,0,0,127.0860738,37.5835731,인큐베이터,1
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,뉴본여성의원,31,의원,210000,부산,210010,부산사하구,괴정동,49340,"부산광역시 사하구 낙동대로 234, 2~7, 10층 (괴정동, 조일빌딩)",051-291-7777,http://www.nborn.kr/,2007-10-08,3,0,0,0,3,0,0,0,0,0,0,0,0,0,128.9914252,35.0998911,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,다나소아청소년과의원,31,의원,350000,전북,350100,군산시,수송동,54081,"전북특별자치도 군산시 문화로 83, 1,3,4,5층 (수송동)",063-460-0100,,2004-06-30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7150604,35.970024,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz,다나여성병원,21,병원,330000,충북,330103,청주청원구,주중동,28325,"충청북도 청주시 청원구 충청대로 179-0, 청주다나여성병원",043-218-3575,www.danacj.com,2014-05-20,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.4957739,36.6721938,인큐베이터,3
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,다산의료소비자생활협동조합정석소아청소년과병원,21,병원,310000,경기,311500,남양주시,진접읍,12054,"경기도 남양주시 진접읍 해밀예당1로 221, 6,7,8층 (지안빌딩)",031-573-6678,,2013-10-01,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.2027443,37.7206568,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,다온미래산부인과의원,31,의원,340000,충남,340500,아산시,배방읍,31480,"충청남도 아산시 배방읍 배방로 26, (다온팰리스)",041-549-3582,http://www.daonmirae.co.kr,2007-10-02,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.0539442,36.7745373,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,다인산부인과의원,31,의원,370000,경북,370500,영주시,영주동,36077,"경상북도 영주시 영주로 205-1, 다인산부인과 3층 (영주동)",054-637-6104,,1998-03-05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6223361,36.8262125,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,다정산부인과의원,31,의원,220000,인천,220006,인천남동구,구월동,21542,"인천광역시 남동구 호구포로 826, (구월동)",463-5500,,2002-07-23,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.719735,37.4561762,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,닥터마레산부인과의원,31,의원,310000,경기,310100,광명시,소하동,14316,"경기도 광명시 소하로109번길 22, 1~3층 (소하동)",02-898-0075,,2013-10-11,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.8854921,37.4477947,인큐베이터,1
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,단국대학교의과대학부속병원,1,상급종합,340000,충남,340202,천안동남구,안서동,31116,"충청남도 천안시 동남구 망향로 201,  (안서동)",041-1588-0063,http://www.dkuh.co.kr/main/default.asp,1994-04-25,215,3,1,7,204,0,0,0,0,0,0,0,0,0,127.172575,36.8415904,인큐베이터,27
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,달서미즈맘병원,21,병원,230000,대구,230007,대구달서구,진천동,42771,"대구광역시 달서구 월배로 62, 미즈맘병원 지하1,2-5,8층 (진천동)",053-609-5000,,2002-02-21,6,2,0,0,4,0,0,0,0,0,0,0,0,0,128.5213554,35.8132898,인큐베이터,1
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,대구가톨릭대학교병원,1,상급종합,230000,대구,230001,대구남구,대명동,42472,"대구광역시 남구 두류공원로17길 33, (대명동)",053-650-3000,http://www.dcmc.co.kr/,1980-08-12,209,1,1,9,190,1,0,0,7,0,0,0,0,0,128.5679969,35.8436078,인큐베이터,34
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구의료원,11,종합병원,230000,대구,230004,대구서구,중리동,41845,"대구광역시 서구 평리로 157, (중리동)",053-560-7575,http://www.daegumc.co.kr,1983-02-28,45,2,0,0,41,1,0,0,1,0,0,0,0,0,128.540587,35.85964,인큐베이터,4
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,대구파티마병원,11,종합병원,230000,대구,230002,대구동구,신암동,41199,"대구광역시 동구 아양로 99, (신암동)",053-1688-7770,http://www.fatima.or.kr,1962-08-22,148,1,1,4,139,1,0,0,2,0,0,0,0,0,128.6244071,35.8842611,인큐베이터,20
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,대동병원,11,종합병원,210000,부산,210003,부산동래구,명륜동,47737,"부산광역시 동래구 충렬대로 187, (명륜동)",051-554-1233,http://www.ddh.co.kr/,1980-02-21,65,2,0,0,62,0,0,0,1,0,0,0,0,0,129.0802033,35.2042538,인큐베이터,1
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,대전한국병원,11,종합병원,250000,대전,250004,대전동구,성남동,34572,"대전광역시 동구 동서대로 1672,  (성남동)",042-606-1000,https://www.djh.kr,2004-03-16,40,6,0,0,33,1,0,0,0,0,0,0,0,0,127.4358152,36.3482008,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,대진의료재단 분당제생병원,11,종합병원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로180번길 20, (서현동)",031-779-0114,http://www.dmc.or.kr,1998-03-28,174,4,3,26,135,2,0,0,4,0,0,0,0,0,127.1217783,37.3882035,인큐베이터,10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,더나아산부인과의원,31,의원,220000,인천,220005,인천서구,왕길동,22636,"인천광역시 서구 검단로 480, 검단리치웰프라자 504호일부, 505~509호 (왕길동)",032-567-5732,,2020-01-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6576084,37.6017893,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,더네이처산부인과의원,31,의원,310000,경기,311200,평택시,서정동,17774,"경기도 평택시 송탄로 260, 4,5,6,7,11층 (서정동)",031-668-3579,,2014-07-18,6,0,0,0,6,0,0,0,0,0,0,0,0,0,127.0589169,37.0667897,인큐베이터,3
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,더드림산부인과의원,31,의원,110000,서울,110017,중구,신당동,4585,"서울특별시 중구 다산로36길 11, 동산빌딩 3층 (신당동)",02-2238-2211,http://www.the-dream.kr,2013-01-10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0162008,37.5628577,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,더미즈병원,21,병원,310000,경기,310401,성남수정구,태평동,13310,"경기도 성남시 수정구 수정로 91, (태평동)",031-752-1119,,2005-02-17,9,0,0,0,9,0,0,0,0,0,0,0,0,0,127.1304647,37.4407883,인큐베이터,5
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,더미즈웰산부인과의원,31,의원,210000,부산,210005,부산북구,화명동,46533,"부산광역시 북구 금곡대로 284, (화명동)",051-365-3575,http://www.mswell.co.kr,2008-06-23,9,0,0,0,9,0,0,0,0,0,0,0,0,0,129.0139573,35.23363,인큐베이터,1
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,더블유여성병원,21,병원,250000,대전,250003,대전서구,탄방동,35262,"대전광역시 서구 문정로48번길 70, (탄방동)",042-485-7777,http://www.w-woman.co.kr/,2012-11-16,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.384054,36.3436605,인큐베이터,2
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz,더블유여성병원,21,병원,240000,광주,240004,광주광산구,수완동,62306,"광주광역시 광산구 임방울대로 331, (수완동)",062-616-9000,http://www.whospital.co.kr,2010-05-28,18,0,0,0,18,0,0,0,0,0,0,0,0,0,126.8231139,35.189681,인큐베이터,3
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,더프라임병원,21,병원,380000,경남,380100,김해시,내동,50948,"경상남도 김해시 경원로55번길 12, 1층~5층,9층 (내동)",055-328-0059,,2022-12-07,8,0,0,0,8,0,0,0,0,0,0,0,0,0,128.8666082,35.2382289,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,도곡함춘산부인과의원,31,의원,110000,서울,110001,강남구,도곡동,6301,"서울특별시 강남구 논현로 142, 동현빌딩 2~6층 (도곡동)",02-1661-9722,,2013-11-13,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.0430371,37.4824282,인큐베이터,2
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,동국대학교의과대학경주병원,11,종합병원,370000,경북,370100,경주시,석장동,38067,"경상북도 경주시 동대로 87,  (석장동)",054-748-9300,http://www.dumc.or.kr/index01.jsp,1991-09-19,89,0,0,8,79,2,0,0,0,0,0,0,0,0,129.1966582,35.8583076,인큐베이터,12
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,동국대학교일산불교병원,11,종합병원,310000,경기,311903,고양일산동구,식사동,10326,"경기도 고양시 일산동구 동국로 27, (식사동, 동국대학교일산병원)",031-1577-7000,http://www.dumc.or.kr/isom,2005-05-31,151,2,0,10,137,0,0,0,2,0,0,0,0,0,126.8064233,37.6763969,인큐베이터,25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz,동백미즈산부인과의원,31,의원,310000,경기,312001,용인기흥구,중동,17006,"경기도 용인시 기흥구 동백중앙로 283, (중동, 골드프라자 A동 7층)",031-8006-2030,,2008-04-08,3,0,0,0,2,0,0,0,0,0,0,0,0,1,127.1534729,37.2780255,인큐베이터,1
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,동아대학교병원,1,상급종합,210000,부산,210006,부산서구,동대신동3가,49201,"부산광역시 서구 대신공원로 26, (동대신동3가)",051-240-2400,http://www.damc.or.kr,1990-03-03,203,5,1,7,174,0,4,5,7,0,0,0,0,0,129.0175391,35.1201682,인큐베이터,24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,드림아이산부인과의원,31,의원,310000,경기,311500,남양주시,진접읍,12056,"경기도 남양주시 진접읍 해밀예당1로 79, 1-5층",031-523-3333,http://www.dreambaby.kr,2012-01-16,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1888248,37.7158128,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNTEjJDEjJDYjJDgz,드림포레산부인과의원,31,의원,390000,제주,390200,제주시,삼도일동,63183,"제주특별자치도 제주시 서사로 136, 3,4,5층 (삼도일동)",064-759-7838,,2019-08-16,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.5195766,33.500304,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,라메르산부인과의원,31,의원,110000,서울,110013,영등포구,신길동,7316,"서울특별시 영등포구 도신로 215-1, 3-4층 (신길동)",02-847-1001,www.ilamere.com/,1999-12-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9152009,37.5119228,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,라움산부인과의원,31,의원,380000,경남,380704,창원의창구,중동,51380,"경상남도 창원시 의창구 중동중앙로 83, 디세븐파크 5층일부, 6 층 7층일부(701호일부)호 (중동)",055-815-8100,,2021-09-24,5,0,0,0,5,0,0,0,0,0,0,0,0,0,128.627529,35.2592748,인큐베이터,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,라움산부인과의원,31,의원,310000,경기,311200,평택시,합정동,17902,"경기도 평택시 평택5로34번길 6-1, 104호, 2~4층 (합정동)",1670-9792,,2021-12-29,11,1,0,0,7,0,0,0,0,0,0,0,0,3,127.1117581,36.9890624,인큐베이터,3
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,로즈마리병원,21,병원,230000,대구,230003,대구북구,동천동,41422,"대구광역시 북구 팔거천동로 215, (동천동)",053-210-7777,http://www.rmh.co.kr/,2007-04-02,11,0,0,0,11,0,0,0,0,0,0,0,0,0,128.5577874,35.9432183,인큐베이터,5
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,로즈메디산부인과의원,31,의원,260000,울산,260002,울산동구,전하동,44047,"울산광역시 동구 방어진순환도로 747, (전하동)",052-234-3575,http://www.rosemedi.com,2003-05-29,2,0,0,0,2,0,0,0,0,0,0,0,0,0,129.4298765,35.5084413,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5MiQzNjE0ODEjODEjJDEjJDYjJDgz,루시나산부인과의원,31,의원,110000,서울,110012,성북구,삼선동4가,2847,"서울특별시 성북구 보문로 180, 외 1동 (삼선동4가, 지하1, 지상2,3,4,5,8,9,10층)",02-922-7474,,1995-02-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0154135,37.5902652,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,루트여성의원,31,의원,110000,서울,110023,광진구,군자동,4998,"서울특별시 광진구 능동로 261, 지하1층, 2~6층 (군자동)",02-6958-5755,,2024-04-18,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.0771832,37.5535238,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,리베르여성병원,21,병원,310000,경기,310604,수원영통구,신동,16681,"경기도 수원시 영통구 삼성로 34, 지하1,지상2~4층 (신동)",031-203-2300,,2023-07-11,10,1,0,0,9,0,0,0,0,0,0,0,0,0,127.0491807,37.2476065,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,리앤아이산부인과의원,31,의원,220000,인천,220006,인천남동구,논현동,21679,"인천광역시 남동구 논고개로 71, 301~303호,401~403호,503호일부호 (논현동, 가산타워 )",270-7777,,2012-12-20,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.7268514,37.3980272,인큐베이터,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,린여성병원,21,병원,110000,서울,110007,동대문구,장안동,2624,"서울특별시 동대문구 답십리로 266, 파워스빌딩 (장안동)",2244-1212,www.linlady.com/,2011-11-22,19,0,0,0,18,1,0,0,0,0,0,0,0,0,127.0698147,37.572328,인큐베이터,4
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,마리나산부인과의원,31,의원,310000,경기,312100,이천시,중리동,17373,"경기도 이천시 경충대로 2564, (중리동)",031-637-0552,,1996-08-05,11,0,0,0,11,0,0,0,0,0,0,0,0,0,127.4481336,37.2752217,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,마리본산부인과의원,31,의원,310000,경기,311000,구리시,인창동,11918,"경기도 구리시 건원대로 39-1, 마리본산부인과(3층제외) (인창동)",031-551-2700,www.marieborn.com/,2009-01-01,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.1396593,37.6045458,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjODEjJDEjJDIjJDgz,마리아산부인과의원,31,의원,220000,인천,220005,인천서구,가정동,22783,"인천광역시 서구 가정로 358, (가정동)",575-8870,,1994-05-29,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.6731591,37.5167111,인큐베이터,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,마이비산부인과의원,31,의원,220000,인천,220006,인천남동구,논현동,21653,"인천광역시 남동구 논고개로123번길 17, 701~705,712일부호 (논현동, 아이플렉스)",032-424-7007,http://www.myb-ob.co.kr/,2011-01-31,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.7230659,37.4016809,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,맘스미산부인과의원,31,의원,110000,서울,110015,은평구,대조동,3394,"서울특별시 은평구 서오릉로 134, 메디칼 4,5층 (대조동)",02-388-5855,www.momsmi.com,1996-02-28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9181024,37.6110266,인큐베이터,1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,맘스여성병원,21,병원,260000,울산,260003,울산중구,남외동,44495,"울산광역시 중구 남외2길 36, (남외동)",052-290-6000,,2011-03-24,17,0,0,0,17,0,0,0,0,0,0,0,0,0,129.3509421,35.5666963,인큐베이터,1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,맘존여성병원,21,병원,370000,경북,370100,경주시,성동동,38139,"경상북도 경주시 원화로 315, (성동동)",054-743-6688,,2007-04-01,5,0,0,0,5,0,0,0,0,0,0,0,0,0,129.216825,35.8488987,인큐베이터,2
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,메디아이여성병원,21,병원,110000,서울,110022,노원구,상계동,1696,"서울특별시 노원구 노원로 448, (상계동, 메디아이여성병원)",02-936-2122,http://www.medi-i.com/,2006-06-21,12,0,0,0,12,0,0,0,0,0,0,0,0,0,127.067062,37.6564674,인큐베이터,4
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjODEjJDEjJDIjJDgz,메디피아산부인과의원,31,의원,310000,경기,311500,남양주시,호평동,12141,"경기도 남양주시 경춘로 1511, (호평동)",031-595-8400,,2006-02-21,4,2,0,0,2,0,0,0,0,0,0,0,0,0,127.259395,37.6555721,인큐베이터,1
